Mode1_Static__Mode2_Time,Circuit_current_A,Fil_thermal_conductivity_W/m/K,Fil_diameter_m,Fil_emissivity,Fil_length_m,Fil_Vol_Resistivity_Ohmm,Fil_VolRes_TempCoeff_Ohmm/K,Fil_density_kg/m^3,Fil_Specific_Heat_J/kg/K,Fil_Coating_work_function_J,Fil_Coating_thickness_m,Fil_Coating _length_m,Pin_thermal_conductivity_W/m/K,Pin_diameter_m,Pin_emissivity,Pin_length_m,Pin_Vol_Resistivity_Ohmm,Pin_VolRes_TempCoeff_Ohmm/K,Pin_density_kg/m^3,Pin_Specific_Heat_J/kg/K,Cable_thermal_conductivity_W/m/K,Cable_diameter_m,Cable_emissivity,Cable_length_m,Cable_Vol_Resistivity_Ohmm,Cable_VolRes_TempCoeff_Ohmm/K,Cable_density_kg/m^3,Cable_Specific_Heat_J/kg/K,Resistance_of_Pin-Fil-Pin_circuit_Ohm,Resistance_of_Cable-Pin-Fil-Pin-Cable_circuit_Ohm
2,2.898,147,1.25E-04,0.33,8.00E-03,5.30E-08,5.10E-03,2.25E+04,1.30E+02,4.48E-19,5.00E-05,4.00E-03,1.07E+01,1.60E-03,0.4,1.00E-02,7.40E-07,5.00E-03,7.93E+03,5.00E+02,6.50E+01,5.00E-04,0.00E+00,2.00E-02,1.50E-08,4.70E-03,8.96E+03,3.85E+02,2.82E-01,7.05E-01
